source_page,section,subsection,row_type,manager_fund_manager_strategy_label_raw,manager_fund_manager_strategy_label,manager_name_guess,product_name,flags,is_nav_stitched,is_fee_deducted,is_subscription_paused,fifty_underlying_start_date,return_1w_pct,return_mtd_pct,return_ytd_pct,return_2025_pct,return_2024_pct,return_2023_pct,return_2022_pct,return_2021_pct,return_2020_pct,return_2019_pct,sharpe_1y,max_drawdown_1y_pct,max_drawdown_hist_pct,extraction_quality_notes
7,量化选股,中证A500指增,product,成长 茂源-中证A500指增,茂源-中证A500指增,茂源,茂源金选中证A500指数增强1号B[1],[1],True,False,False,2025-11-28,5.98,3.92,18.01,32.90,-,-,-,-,-,-,2.75,-6.46,-6.60,
8,量化选股,中证A500指增,product,成长 乾象-中证A500,乾象-中证A500,乾象,乾象金选指数增强进化2号1期[1],[1],True,False,False,2025-04-30,4.18,3.95,16.95,35.12,-,-,-,-,-,-,2.98,-6.57,-6.57,
8,量化选股,中证A500指增,product,宽德-中证A500,宽德-中证A500,宽德,宽德金选中证A500指数增强1号B[3],[3],False,False,True,2024-12-31,4.74,3.93,12.83,37.33,-,-,-,-,-,-,2.82,-6.55,-7.30,
8,量化选股,中证2000指增,product,成长 知行通达-中证2000,知行通达-中证2000,知行通达,知行通达汇智26号信选2000指数增强A,,False,False,False,-,7.46,5.59,29.37,-,-,-,-,-,-,-,-,-,-9.54,
8,量化选股,中证2000指增,product,成长 量派-中证2000指增,量派-中证2000指增,量派,量派金选中证2000指数增强24号B[1],[1],True,False,False,2025-10-24,5.79,3.95,24.47,63.83,-,-,-,-,-,-,2.75,-6.65,-13.86,
8,量化选股,中证2000指增,product,"成长 顽岩-中证2000,机器T0","顽岩-中证2000,机器T0",顽岩,顽岩金选中证2000指数增强1号B[1][3],[1];[3],True,False,True,2025-08-08,7.09,4.49,22.08,73.68,-,-,-,-,-,-,2.50,-11.14,-12.17,
8,量化选股,中证全指指增,product,衍复-中证全指指增,衍复-中证全指指增,衍复,衍复金选中证全指指数增强一号B,,False,False,False,2024-05-31,5.34,3.29,19.46,43.12,-,-,-,-,-,-,3.02,-7.54,-8.08,
8,量化选股,万得小市值,product,衍复-万得小市值(可追加申购),衍复-万得小市值(可追加申购),衍复,衍复金选小市值指数增强一号B,,False,False,False,2023-04-21,1.34,-1.67,6.74,68.26,27.13,-,-,-,-,-,2.05,-9.89,-27.93,
8,量化选股,万得小市值,product,宽德-万得小市值,宽德-万得小市值,宽德,宽德金选小市值指数增强1号B[1][3],[1];[3],True,False,True,2025-01-24,1.45,-1.29,1.49,69.03,36.81,-,-,-,-,-,1.75,-11.08,-29.26,
8,量化选股,红利增强,product,"成长 茂源-中证红利,红利增强","茂源-中证红利,红利增强",茂源,茂源量化中证红利指数增强1号,,False,False,False,-,-2.83,-3.42,5.77,16.99,6.68,2.09,-3.05,-,-,-,1.77,-6.05,-16.19,
8,量化选股,红利增强,product,"世纪前沿-红利,红利增强","世纪前沿-红利,红利增强",世纪前沿,世纪前沿金选中证红利优选1号B[1],[1],True,False,False,2025-09-05,-3.11,-1.98,5.42,14.99,-,-,-,-,-,-,1.52,-4.62,-10.80,
8,量化选股,红利增强,product,"成长 量派-红利,红利增强","量派-红利,红利增强",量派,量派专享五十一号,,False,False,False,-,-2.74,-2.21,3.63,-,-,-,-,-,-,-,-,-,-5.46,
8,量化选股,量化高仓位选股,product,成长 平方和,平方和,平方和,平方和鼎盛精选52号B[1],[1],True,False,False,2026-03-27,9.18,6.80,37.69,70.42,18.32,9.67,-9.30,27.13,34.75,30.77,3.09,-8.34,-24.09,
8,量化选股,量化高仓位选股,product,成长 正定,正定,正定,正定量化选股1号,,False,False,False,-,8.41,8.33,33.62,-,-,-,-,-,-,-,3.28,-5.90,-5.90,
8,量化选股,量化高仓位选股,product,诚奇,诚奇,诚奇,诚奇金选股票量化优选1号B[1],[1],True,False,False,2021-12-24,7.84,7.84,27.37,56.26,14.18,4.00,-5.95,-,-,-,3.05,-8.05,-26.13,
8,量化选股,量化高仓位选股,product,九坤,九坤,九坤,九坤金选股票量化优选1号,,False,False,False,2026-06-12,6.44,4.73,26.92,56.91,9.63,11.56,-6.20,-,-,-,3.07,-9.05,-30.31,
8,量化选股,量化高仓位选股,product,世纪前沿,世纪前沿,世纪前沿,世纪前沿金选股票量化优选1号[1],[1],True,False,False,2023-01-13,7.32,5.43,24.64,59.51,18.09,9.53,-,-,-,-,2.79,-9.64,-22.55,
9,量化选股,量化高仓位选股,product,顽岩,顽岩,顽岩,顽岩金选量化选股1号B[1],[1],True,False,False,2025-12-31,9.80,5.95,24.22,-,-,-,-,-,-,-,2.78,-9.96,-9.96,
9,量化选股,量化高仓位选股,product,成长 倍漾量化,倍漾量化,倍漾量化,倍漾金选股票量化优选1号B[1],[1],True,False,False,2025-02-21,6.47,3.57,20.46,66.21,14.41,-,-,-,-,-,2.59,-11.47,-27.57,
9,量化选股,量化高仓位选股,product,成长 致诚卓远,致诚卓远,致诚卓远,致远私享二号,,False,False,False,2022-02-17,5.57,2.87,10.92,40.81,11.17,5.01,-,-,-,-,1.79,-9.93,-26.03,
9,量化选股,量化高仓位选股,product,宽德,宽德,宽德,宽德金选股票量化优选1号B[1][3],[1];[3],True,False,True,2023-08-18,4.30,4.52,10.08,50.11,33.22,26.13,-,-,-,-,2.16,-7.06,-20.75,
9,量化选股,量化高仓位选股,product,成长 大道,大道,大道,大道金选量化选股1号B[1],[1],True,False,False,2025-06-20,2.96,0.47,7.99,55.38,22.59,14.70,-7.31,31.54,-,-,1.79,-11.34,-23.97,
9,量化选股,量化择时,product,成长 安子基金,安子基金,安子基金,安子金选量化择时1号B[1],[1],True,False,False,2025-05-30,12.40,10.23,29.11,55.46,36.87,-,-,-,-,-,2.10,-13.31,-39.86,
9,量化选股,量化择时,product,九坤,九坤,九坤,九坤金选策略精选S期[1][3],[1];[3],True,False,True,2020-07-03,3.13,2.23,13.12,17.07,1.08,8.32,-2.22,27.86,40.20,22.97,2.42,-3.58,-16.92,
9,量化选股,量化选股其他,product,世纪前沿-中证全指,世纪前沿-中证全指,世纪前沿,世纪前沿中证全指指数增强1号,,False,False,False,-,4.63,2.52,17.10,43.95,-,-,-,-,-,-,2.81,-6.94,-15.19,
10,债券主动投资,,index_or_benchmark,中债-新综合财富(总值)指数,中债-新综合财富(总值)指数,中债,,,False,False,False,-,0.14,0.05,1.91,0.65,7.60,4.77,3.30,5.09,2.97,4.59,0.28,-1.13,-3.52,
10,债券主动投资,短期纯债,product,中金公司-FI投顾团队-ABS,中金公司-FI投顾团队-ABS,中金公司,鑫粤鹏雅1号,,False,False,False,2021-06-01,3,-,-,-,-,-,-,-,-,-,-,-,-,
10,债券主动投资,短期纯债,product,成长 中金公司-宋林熹,中金公司-宋林熹,中金公司,中金鑫益1号,,False,False,False,2018-11-30,0.06,0.04,1.21,2.14,3.69,5.59,3.22,4.92,3.99,4.61,2.14,-0.18,-1.45,
10,债券主动投资,一级债基,product,泰康-张明,泰康-张明,泰康,泰康资产纯泰金选1号资产管理产品,,False,False,False,2024-11-22,0.64,0.08,3.08,1.73,12.60,6.58,-4.05,15.57,8.19,5.94,0.81,-1.21,-7.14,
10,债券主动投资,二级债基,product,乐瑞-王笑冬,乐瑞-王笑冬,乐瑞,乐瑞强债30号[1][3],[1];[3],True,False,True,2018-08-24,0.42,-0.41,2.64,10.69,13.40,1.92,-2.31,5.24,10.58,11.56,3.05,-1.13,-5.02,
10,债券主动投资,二级债基,product,成长 远信-赵巍华,远信-赵巍华,远信,中信资本债券收益增强型B,,False,False,False,2020-07-10,-0.38,-0.65,1.27,7.10,5.96,1.21,1.81,10.49,-,-,1.99,-1.29,-2.30,
10,债券主动投资,可转债,product,成长 兴聚-唐胜-全市场选股,兴聚-唐胜-全市场选股,兴聚,兴聚可转债金享B,,False,False,False,2023-10-20,0.50,-1.81,9.42,18.28,8.07,-,-,-,-,-,1.64,-10.64,-12.22,
10,债券主动投资,可转债,product,"成长 兴聚-王晓明,唐胜-全市场选股","兴聚-王晓明,唐胜-全市场选股",兴聚,兴聚投资可换股债券1号,,False,False,False,2019-02-22,0.03,-2.47,6.41,16.19,9.21,2.35,-3.33,56.10,60.42,-,1.36,-10.16,-14.05,
10,债券主动投资,可转债,product,睿郡-薛大威,睿郡-薛大威,睿郡,睿郡节节高22号B[1],[1],True,False,False,2023-12-29,1.11,-0.21,3.95,22.23,8.48,0.44,-6.09,29.11,-,-,1.71,-6.47,-19.22,
10,债券主动投资,可转债,product,成长 纽达-邬雄辉-高波动,纽达-邬雄辉-高波动,纽达,纽达可转债一号A类份额,,False,False,False,2025-02-28,0.47,0.15,3.35,22.01,4.63,10.26,-4.78,35.21,41.86,-,1.55,-6.44,-17.04,
10,债券主动投资,可转债,product,"成长 纽达-邬雄辉-标准波,ETF套利","纽达-邬雄辉-标准波,ETF套利",纽达,纽达善衡五号A类[1],[1],True,False,False,2023-03-03,0.04,-0.46,2.81,17.18,14.25,14.24,-,-,-,-,2.02,-3.47,-8.88,
10,债券主动投资,可转债,product,成长 盈峰-何伟鉴-不含股票,盈峰-何伟鉴-不含股票,盈峰,盈峰金选转债4号B,,False,False,False,2025-02-07,-0.25,-0.18,2.46,-,-,-,-,-,-,-,2.43,-2.52,-2.52,
10,债券主动投资,可转债,product,成长 盈峰-何伟鉴,盈峰-何伟鉴,盈峰,盈峰金选转债1号B[1],[1],True,False,False,2022-09-02,-0.46,-0.56,1.06,24.60,16.74,1.40,3.16,14.69,10.39,22.60,2.19,-2.74,-11.13,
10,债券主动投资,可转债,product,睿郡-杜昌勇,睿郡-杜昌勇,睿郡,睿郡节节高13号B[1],[1],True,False,False,2023-06-09,-1.44,-1.28,-1.83,15.68,2.46,-1.01,0.69,28.23,29.61,28.16,1.09,-5.16,-16.00,
11,债券主动投资-全球配置工具,,product,"摩根士丹利基金-全球,美元债,QDII","摩根士丹利基金-全球,美元债,QDII",摩根士丹利基金,摩根士丹利-海外固收多策略（QDII-FOF）,,False,False,False,2024-09-20,0.10,0.10,-2.12,-0.10,-,-,-,-,-,-,-2.16,-3.43,-3.52,product_line_not_found_for_manager_backfill
11,债券主动投资-全球配置工具,,product,"中金公司-林晨-发达市场-混合,美元 债,QDII","中金公司-林晨-发达市场-混合,美元债,QDII",中金公司,中金金选美元债1号QDII,,False,False,False,2025-07-02,0.00,-0.10,-2.64,-,-,-,-,-,-,-,-,-,-3.82,product_line_not_found_for_manager_backfill
12,市场中性,,product,成长 基金,安子基金,安子基金,安子金选量化对冲1号B[1],[1],True,False,False,2025-05-30,6.22,5.35,15.07,8.75,36.25,8.93,-,-,-,-,1.12,-7.35,-7.35,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长 和-量化期货,平方和-量化期货,平方和,平方和衡盛5号B[1],[1],True,False,False,2026-04-03,2.09,1.67,9.79,22.09,29.34,7.97,4.45,-,7.33,11.77,2.44,-1.73,-7.54,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,顽岩,顽岩,顽岩星球金选量化对冲1号B[1],[1],True,False,False,2023-12-01,2.66,2.62,9.42,16.26,1.23,11.56,-,-,-,-,3.03,-1.19,-10.94,manager_label_filled_from_clean_text_line
12,市场中性,,product,,诚奇,诚奇,诚奇资产金选量化对冲1号B[1],[1],True,False,False,2021-03-05,1.27,1.90,7.98,9.01,4.00,6.18,4.37,11.38,29.24,-,2.54,-2.05,-6.16,manager_label_filled_from_clean_text_line
12,市场中性,,product,"通达-机器T0,高频中性,混合对成长","通达-机器T0,高频中性,混合对",通达,知行通达金选量化对冲稳达2号B,,False,False,False,2025-04-03,0.59,1.25,7.55,-,-,-,-,-,-,-,3.63,-0.70,-0.81,product_line_not_found_for_manager_backfill
12,市场中性,,product,成长 300对冲,量派-300对冲,量派,量派金选量化对冲7号B[1],[1],True,False,False,2021-11-19,0.11,0.22,6.68,3.90,7.03,11.69,0.27,-,-,-,1.94,-1.67,-4.81,manager_label_filled_from_clean_text_line
12,市场中性,,product,"通达-机器T0,1000对冲,高频中成长","通达-机器T0,1000对冲,高频中",通达,知行通达金选稳达8号,,False,False,False,2025-04-03,0.47,1.13,6.29,-,-,-,-,-,-,-,2.05,-1.88,-2.12,product_line_not_found_for_manager_backfill
12,市场中性,,product,前沿,世纪前沿,世纪前沿,世纪前沿金选专享量化对冲1号B[1],[1],True,False,False,2020-11-27,0.51,0.33,5.75,14.09,8.62,11.73,5.03,16.85,23.66,-,2.23,-1.83,-11.35,manager_label_filled_from_clean_text_line
12,市场中性,,product,,衍复,衍复,衍复金选量化对冲1号B[1][3],[1];[3],True,False,True,2020-09-04,0.66,0.63,5.71,5.54,9.83,13.36,11.17,0.71,-,-,1.40,-3.79,-7.98,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长 通达-高频中性,知行通达-高频中性,知行通达,三亚知行通达稳达1号,,False,False,False,2025-03-28,0.65,0.89,5.22,4.38,9.98,1.52,-,-,-,-,2.30,-1.44,-4.23,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,佳期,佳期,佳期星际一期[1][3],[1];[3],True,False,True,-,0.72,0.92,5.13,13.47,0.97,3.55,7.95,13.40,10.67,-,3.65,-1.27,-8.06,manager_label_filled_from_clean_text_line
12,市场中性,,product,"成长 机器T0,非全复制","顽岩-机器T0,非全复制",顽岩,顽岩金选稳健1号,,False,False,False,2024-12-31,1.15,0.81,5.10,13.07,-,-,-,-,-,-,2.96,-1.24,-1.24,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长 平凡私募,北京平凡私募,北京平凡私募,平凡悟鑫,,False,False,False,2016-07-15,0.03,0.30,4.75,5.12,8.46,3.47,5.78,4.20,12.45,17.64,1.44,-0.97,-4.00,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,丰衍,丰衍,丰衍财富与日聚金六期证券投资C[1][3],[1];[3],True,False,True,2023-09-15,0.21,0.56,4.35,5.51,11.04,3.65,3.55,6.79,9.74,5.48,8.94,-0.07,-1.29,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,乾象,乾象,乾象金选量化对冲8号B[1][3],[1];[3],True,False,True,2022-07-22,-0.65,0.39,4.13,5.27,4.77,12.46,13.13,-,-,-,0.34,-4.52,-10.77,manager_label_filled_from_clean_text_line
12,市场中性,,product,,金锝,金锝,金锝诚意精心12号[1][3],[1];[3],True,False,True,2026-01-09,-0.11,0.32,3.31,5.02,0.60,4.86,3.57,4.52,16.27,13.73,1.00,-2.08,-5.80,manager_label_filled_from_clean_text_line
12,市场中性,,product,,九坤,九坤,九坤金选量化对冲1号B[1][3],[1];[3],True,False,True,2026-06-05,0.01,0.02,3.24,9.20,-0.96,12.15,2.44,15.68,20.97,10.37,0.56,-3.54,-13.99,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,正定,正定,正定金选量化对冲1号B[1],[1],True,False,False,2025-03-21,0.57,1.13,2.51,6.79,-,-,-,-,-,-,0.70,-3.36,-3.90,manager_label_filled_from_clean_text_line
12,市场中性,,product,成长,大道,大道,大道金选量化对冲1号B[1],[1],True,False,False,2025-12-23,-0.19,0.25,0.58,5.61,8.52,9.31,1.83,9.60,21.49,11.99,-0.24,-4.20,-5.16,manager_label_filled_from_clean_text_line
13,市场中性,,product,成长 倍漾量化,倍漾量化,倍漾量化,倍漾金选量化对冲1号B[1],[1],True,False,False,2025-12-31,0.28,-0.53,0.58,12.11,7.12,23.61,-,-,-,-,1.12,-1.69,-10.08,
13,市场中性,,product,成长 茂源,茂源,茂源,凡二金选量化对冲1号B[1],[1],True,False,False,2021-10-01,0.41,-0.79,-0.06,4.46,7.65,14.04,-1.62,-,12.23,10.70,-0.06,-2.25,-10.29,
13,市场中性,,product,成长 量锐,量锐,量锐,量锐金选量化对冲1号[1],[1],True,False,False,2019-09-27,-1.16,-2.46,-1.71,3.21,4.09,7.36,-0.58,6.99,6.87,7.59,-0.93,-5.34,-7.14,
13,市场中性,,product,宽德-量化期货,宽德-量化期货,宽德,宽德金选量化对冲多策略1号B[1][3],[1];[3],True,False,True,2022-02-18,0.31,0.41,-2.30,10.19,10.19,17.34,7.45,-,-,-,-0.24,-3.66,-7.79,
13,市场中性,,product,宽德,宽德,宽德,珠海宽德九盈[1][3],[1];[3],True,False,True,2021-07-10,0.30,0.10,-3.35,9.19,10.72,16.68,10.39,7.89,5.16,15.57,-0.46,-4.82,-7.55,
13,多空策略,,product,衍复,衍复,衍复,衍复金选灵活对冲一号B[1][3],[1];[3],True,False,True,2021-03-19,1.06,1.01,8.23,6.50,9.53,12.73,10.60,7.84,-,-,2.39,-2.49,-7.53,
13,多空策略,,product,成长 因诺-量化期货,因诺-量化期货,因诺,因诺金选量化对冲1号B[1],[1],True,False,False,2020-12-31,0.36,-0.50,0.19,2.81,6.63,9.06,-0.56,9.30,21.55,22.97,-0.93,-6.73,-15.61,
14,管理期货,,index_or_benchmark,南华商品指数,南华商品指数,南华商品指数,,,False,False,False,-,-1.70,-5.23,7.66,5.40,-1.26,6.21,19.66,20.94,7.41,15.58,0.87,-10.27,-51.41,
14,管理期货,,product,黑翼-标准波,黑翼-标准波,黑翼,黑翼金选CTA1号[1][3],[1];[3],True,False,True,2025-10-31,1.79,1.98,6.68,10.56,11.38,6.86,6.10,6.99,26.32,16.09,2.98,-2.12,-9.41,
14,管理期货,,product,"成长 思晔-标准波,量化高仓位选股","思晔-标准波,量化高仓位选股",思晔,思晔金选CTA加1号B,,False,False,False,2021-11-19,4.64,2.99,4.06,18.35,10.50,-0.09,10.58,-,-,-,1.40,-7.23,-17.05,
14,管理期货,,product,成长 均成-标准波,均成-标准波,均成,横琴均成金选CTA稳健1号B[3],[3],False,False,True,2022-11-25,-2.27,-2.43,2.73,6.07,3.76,7.15,-,-,-,-,0.49,-4.45,-6.76,
14,管理期货,,product,"黑翼-标准波,股票市场中性","黑翼-标准波,股票市场中性",黑翼,黑翼金选多策略1号B[3],[3],False,False,True,2020-08-21,-0.54,-0.09,2.69,13.90,12.48,17.87,14.24,8.67,-,-,1.85,-2.57,-8.35,
14,管理期货,,product,成长 因诺-标准波,因诺-标准波,因诺,因诺金选CTA1号B[1][3],[1];[3],True,False,True,2025-08-08,3.10,-0.82,2.34,12.39,18.05,11.02,-,-,-,-,1.00,-10.20,-10.20,
14,管理期货,,product,成长 洛书-标准波,洛书-标准波,洛书,洛书金选稳健CTA1号B,,False,False,False,2021-12-17,-2.05,-2.93,0.97,29.87,16.41,-1.63,-2.67,-,-,-,1.68,-6.26,-26.35,
14,管理期货,,product,成长 会世-标准波,会世-标准波,会世,会世金选CTA1号B[1][3],[1];[3],True,False,True,2022-01-21,1.40,-0.51,-0.13,17.89,20.17,-1.45,7.25,9.05,30.16,-,1.07,-5.00,-16.43,
14,管理期货,,product,成长 宽立(上海)私募-标准波,宽立(上海)私募-标准波,宽立(上海)私募,宽立中国金选CTA一号B,,False,False,False,2025-09-05,-0.79,-0.67,-1.47,-,-,-,-,-,-,-,-,-,-4.29,
14,管理期货,,product,成长 象限-标准波,象限-标准波,象限,象限金选CTA1号[1],[1],True,False,False,2020-02-07,0.53,-0.89,-1.87,5.90,5.48,3.22,16.95,5.22,49.29,8.80,0.49,-7.37,-7.80,
14,管理期货,,product,元胜-标准波,元胜-标准波,元胜,元盛中国多元化一号,,False,False,False,2018-10-12,-0.73,-2.38,-3.26,6.25,9.06,-3.36,1.62,15.02,31.72,8.91,0.37,-7.62,-13.97,
14,管理期货,,product,"千象-标准波,股票市场中性","千象-标准波,股票市场中性",千象,千象金选CTA1号[1],[1],True,False,False,2020-01-17,0.77,0.32,-3.26,6.94,8.21,-2.28,7.71,5.62,31.49,5.65,-0.23,-4.95,-14.96,
14,管理期货,,product,"元胜-全球,标准波,QDLP","元胜-全球,标准波,QDLP",元胜,元盛全球势进一号[1],[1],True,False,False,2024-09-30,-,-,-,-2.35,8.24,2.55,17.95,8.17,6.09,7.37,-,-,-,
14,管理期货,,product,成长 细水资产-标准波,细水资产-标准波,细水资产,细水居金选CTA34号B,,False,False,False,2026-06-12,0.80,-,-,-,-,-,-,-,-,-,-,-,0.00,
15,多策略,,product,成长 黑翼-20%CTA+80%高仓位,黑翼-20%CTA+80%高仓位,黑翼,黑翼金选多策略量化选股加1号B[1],[1],True,False,False,2023-09-01,9.56,5.79,20.87,50.90,19.90,12.83,-,-,-,-,2.16,-10.42,-18.49,
15,多策略,,product,成长 黑翼-20%CTA+80%500指增,黑翼-20%CTA+80%500指增,黑翼,黑翼金选多策略指数加1号B[1],[1],True,False,False,2021-05-07,7.57,5.16,18.46,37.43,15.44,5.23,-2.28,18.04,-,-,2.28,-10.51,-21.24,
15,多策略,,product,黑翼-20%CTA+80%量化选股其他-成长 中证A500,黑翼-20%CTA+80%量化选股其他- 中证A500,黑翼,黑翼A500优选掘金1号,,False,False,False,-,6.25,4.78,16.95,37.03,-13.11,3.94,-1.78,-,-,-,2.57,-8.86,-20.16,product_line_not_found_for_manager_backfill
15,多策略,,product,宽德-20%CTA+80%500指增,宽德-20%CTA+80%500指增,宽德,宽德金选多策略指数加1号B[1][3],[1];[3],True,False,True,2022-02-25,6.24,4.87,12.64,45.66,27.40,11.14,-3.50,-,-,-,2.39,-8.45,-20.37,
15,多策略,,product,黑翼-50%CTA+50%500指增,黑翼-50%CTA+50%500指增,黑翼,黑翼金选多策略进取1号B[1][3],[1];[3],True,False,True,2021-07-02,2.43,2.06,8.26,29.12,19.87,7.58,4.75,17.32,58.05,-,2.33,-6.80,-10.93,
15,多策略,,product,成长 黑翼-20%CTA+80%市场中性,黑翼-20%CTA+80%市场中性,黑翼,黑翼金选CTA多策略1号B[1][3],[1];[3],True,False,True,2024-11-22,1.96,1.65,3.23,8.59,8.76,12.39,6.86,-,-,-,1.14,-2.14,-7.73,
15,宏观及商品策略III,,product,"英仕曼-AHL投研团队-全球,高波动, QDLP","英仕曼-AHL投研团队-全球,高波动, QDLP",英仕曼,英仕曼目标风险全球资产配置金选1期,,False,False,False,2025-01-24,-0.02,-0.07,7.12,-,-,-,-,-,-,-,1.36,-8.38,-14.49,product_line_not_found_for_manager_backfill
15,宏观及商品策略III,,product,"成长 旌安-裘强强-低波动,全市场选股","旌安-裘强强-低波动,全市场选股",旌安,旌安金选混合策略1号[1],[1],True,False,False,2021-01-29,-1.45,-1.50,6.05,8.38,7.50,4.52,6.04,17.50,51.84,23.50,1.21,-4.44,-7.05,
15,宏观及商品策略III,,product,成长 厚方-张家颖-标准波,厚方-张家颖-标准波,厚方,厚方金选三号B[1],[1],True,False,False,2025-04-18,0.83,0.60,5.58,9.31,14.96,-0.56,3.63,26.26,11.78,21.66,2.09,-1.47,-15.31,
15,宏观及商品策略III,,product,成长 钱唐永利-李金禄-标准波(100万起),钱唐永利-李金禄-标准波(100万起),钱唐永利,永利7号[3],[3],False,False,True,2022-01-14,-1.27,-0.20,-0.27,16.87,23.72,7.27,4.02,18.37,-,-,0.53,-4.95,-9.39,
15,宏观及商品策略III,,product,"成长 遂玖-胡克勤-标准波,全市场选股","遂玖-胡克勤-标准波,全市场选股",遂玖,遂玖金选CTA1号B[1],[1],True,False,False,2021-01-15,-2.58,-3.06,-2.03,22.76,23.03,-0.88,-3.29,23.34,47.57,20.28,1.50,-9.59,-10.69,
16,灵活配置型,,product,成长,佳期,佳期,佳期海洋二期[3],[3],False,False,True,2022-06-17,9.38,8.24,30.91,49.75,21.69,-1.24,-,-,-,-,3.20,-9.19,-24.71,manager_label_filled_from_clean_text_line
16,灵活配置型,,product,成长,黑翼,黑翼,黑翼策略精选2号,,False,False,False,-,-1.45,-0.87,0.99,27.81,19.13,10.16,0.93,17.12,40.23,-,1.82,-5.10,-13.63,manager_label_filled_from_clean_text_line
16,灵活配置型,,product,成长 郑劼,睿璞-郑劼,睿璞,睿璞投资-金选睿添B[1],[1],True,False,False,2024-05-31,-4.69,-3.06,-7.01,12.44,27.08,5.95,-,-,-,-,-0.06,-10.14,-10.14,manager_label_filled_from_clean_text_line
16,灵活配置型,,product,成长,思晔,思晔,思晔全天候1号,,False,False,False,-,-,-,-,-,0.00,-1.66,11.13,11.71,57.27,17.71,-,-,-,manager_label_filled_from_clean_text_line
16,全球配置工具,,product,成长 托-美国,托-美国,托,-,,False,False,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
16,REITs,,product,司-FI投顾团队 郭睿,中金公司-FI投顾团队 郭睿,中金公司,厦门信托-中金瑞思宏利1号,,False,False,False,2024-12-27,-0.58,-0.68,1.38,18.23,-,-,-,-,-,-,-0.52,-4.98,-4.98,manager_label_filled_from_clean_text_line
16,REITs,,product,司-FI投顾团队尹舒蓬,中金公司-FI投顾团队尹舒蓬,中金公司,华鑫信托·瑞驰纯享1号,,False,False,False,2024-04-26,-1.07,-1.43,-0.92,11.84,-,-,-,-,-,-,-1.08,-6.12,-6.12,manager_label_filled_from_clean_text_line
